dijikstra,INSA,longueur,710,116,1534.7892751693726,2033687,392,369,35,742.3103995326416
astar,INSA,longueur,710,116,1534.7892751693726,1392939,210,178,32,742.3103995326416
bellmanFord,INSA,temps,710,116,141.2155545959473,4248561,1181,-1,-1,742.3103995326416
dijikstra,INSA,temps,710,116,141.2155545959473,2229088,264,227,37,742.3103995326416
astar,INSA,temps,710,116,141.2155545959473,2182020,247,212,35,742.3103995326416
bellmanFord,INSA,longueur,255,792,642.275881767273,3183175,1181,-1,-1,454.1879147703558
dijikstra,INSA,longueur,255,792,642.275881767273,2627977,419,379,45,454.1879147703558
astar,INSA,longueur,255,792,642.275881767273,1040877,111,95,16,454.1879147703558
bellmanFord,INSA,temps,255,792,77.20330421447754,6243785,1181,-1,-1,454.1879147703558
dijikstra,INSA,temps,255,792,77.20330421447754,2829253,456,405,64,454.1879147703558
astar,INSA,temps,255,792,77.20330421447754,2266499,400,338,65,454.1879147703558
bellmanFord,INSA,longueur,673,731,2140.129144668579,3414824,1181,-1,-1,684.8379960520189
dijikstra,INSA,longueur,673,731,2140.129144668579,3045031,1077,1051,52,684.8379960520189
astar,INSA,longueur,673,731,2140.129144668579,2117259,749,708,44,684.8379960520189
bellmanFord,INSA,temps,673,731,274.7708892860412,3803294,1181,-1,-1,684.8379960520189
dijikstra,INSA,temps,673,731,274.7708892860412,3263317,1138,1108,67,684.8379960520189
astar,INSA,temps,673,731,274.7708892860412,3342856,1136,1100,64,684.8379960520189
bellmanFord,INSA,longueur,613,789,2042.4423569142818,2835107,1181,-1,-1,1121.6352200962644
dijikstra,INSA,longueur,613,789,2042.4423569142818,2475587,888,867,38,1121.6352200962644
astar,INSA,longueur,613,789,2042.4423569142818,2020279,577,513,71,1121.6352200962644
bellmanFord,INSA,temps,613,789,197.05923952174186,3173735,1181,-1,-1,1121.6352200962644
dijikstra,INSA,temps,613,789,197.05923952174186,2379229,819,768,63,1121.6352200962644
astar,INSA,temps,613,789,197.05923952174186,2459046,790,731,66,1121.6352200962644
bellmanFord,INSA,longueur,1090,1270,155.1023769378662,3115955,1181,-1,-1,102.47380566692549
dijikstra,INSA,longueur,1090,1270,155.1023769378662,845044,30,26,7,102.47380566692549
astar,INSA,longueur,1090,1270,155.1023769378662,779366,20,12,9,102.47380566692549
